chosen data points

angola,2011,2011,-8.817996999999998,13.233722,AGO.11,AGO.11.3,27,0,66.82533462962964

angola,2015,2015,-12.528704000000005,15.809659000000003,AGO.9,AGO.9.5,15,1,28.807640666666664
